–Ú∫≈,‘§≤‚,’Ê µ÷µ
22481,5.0019274,5
22482,5.0019274,5
22483,6.98123,6.5228786
22484,6.4317036,6.4317985
22485,5.029454,5
22486,5.0088863,5
22487,5.005462,5
22488,7.289451,7.29243
22489,5.0019274,5
22490,6.382556,6.60206
22491,6.3422346,6.2839966
22492,5.0019274,5
22493,8.762111,9.161151
22494,5.0019274,5
22495,5.0019274,5
22496,5.0019274,5
22497,5.008142,5
22498,5.0019274,5
22499,7.4937563,7.60206
22500,5.016097,5
22501,5.020124,5
22502,5.0019274,5
22503,5.0019274,5
22504,5.0019274,5
22505,5.0019274,5
22506,5.0133805,5
22507,6.0110207,6.823909
22508,5.0019274,5
22509,5.0019274,5
22510,7.669826,8.055517
22511,5.5999947,5.6382723
22512,5.0019274,5
22513,5.0019274,5
22514,5.8518934,5.7695513
22515,5.166055,5.2596374
22516,6.5054073,6.537602
22517,5.0019274,5
22518,6.4020686,6.468521
22519,5.012912,5
22520,5.0019274,5
22521,5.0019274,5
22522,5.0019274,5
22523,5.0186353,5.4202166
22524,5.0019274,5
22525,5.1237946,5.958607
22526,5.0019274,5
22527,5.0019274,5
22528,5.0019274,5
22529,6.67689,6.7695513
22530,5.0019274,5
22531,5.541912,5.5686364
22532,5.6023655,5.69897
22533,5.5016856,5.552842
22534,5.319662,5.6777806
22535,5.0019274,5
22536,5.0580215,5.124939
22537,5.0019274,5
22538,5.0019274,5
22539,5.0019274,5
22540,7.4778676,7.537602
22541,5.0019274,5
22542,5.719587,5.823909
22543,5.0019274,5
22544,5.0019274,5
22545,5.0019274,5
22546,5.243733,5.4317985
22547,5.006034,5
22548,5.0019274,5
22549,6.100006,6.236572
22550,5.0019274,5
22551,5.0019274,5
22552,5.0019274,5
22553,6.870929,7.091515
22554,5.0019274,5
22555,5.0019274,5
22556,5.0019274,5
22557,5.0019274,5
22558,5.0019274,5
22559,5.0019274,5
22560,5.0019274,5
22561,5.848785,5.8860564
22562,5.7669225,5.7447276
22563,5.0019274,5
22564,5.0019274,5
22565,5.0019274,5
22566,5.0098467,5
22567,5.0019274,5
22568,5.0019274,5
22569,5.0019274,5
22570,5.0019274,5
22571,5.0019274,5
22572,5.652265,5.823909
22573,6.1718225,6.221849
22574,5.0019274,5
22575,5.0019274,5
22576,5.007986,5
22577,5.0019274,5
22578,5.0019274,5
22579,5.0019274,5
22580,5.0019274,5
22581,5.0019274,5
22582,5.0056057,5
22583,5.0019274,5
22584,4.998193,5
22585,9.138916,9.244125
22586,5.170108,5.376751
22587,5.0019274,5
22588,5.0019274,5
22589,5.0019274,5
22590,5.425887,5.4436975
22591,5.0019274,5
22592,5.0019274,5
22593,5.0019274,5
22594,5.052281,5
22595,5.0019274,5
22596,5.0019274,5
22597,5.0019274,5
22598,6.525736,6.853872
22599,5.0019274,5
22600,6.7087135,6.920819
22601,5.061404,5.1487417
22602,5.0019274,5
22603,5.0019274,5
22604,5.010272,5
22605,5.0019274,5
22606,5.520561,5.6575775
22607,7.896419,8.017729
22608,5.325819,5.537602
22609,9.020733,8.408936
22610,5.1930966,5.2676063
22611,7.855311,8.585027
22612,5.7457943,6.113509
22613,5.0043325,5
22614,5.0019274,5
22615,5.7779512,5
22616,5.0019274,5
22617,9.23849,10
22618,5.0019274,5
22619,5.0019274,5
22620,5.0019274,5
22621,5.487438,5.552842
22622,5.0019274,5
22623,5.008331,5
22624,5.0019274,5
22625,5.0019274,5
22626,5.0019274,5
22627,7.399659,8.086186
22628,5.0019274,5
22629,5.0019274,5
22630,5.0019274,5
22631,5.0019274,5
22632,5.0019274,5
22633,5.0019274,5
22634,5.0019274,5
22635,5.0019274,5
22636,7.1497407,7.21467
22637,5.0019274,5
22638,5.0019274,5
22639,5.0019274,5
22640,5.0019274,5
22641,5.0019274,5
22642,5.0019274,5
22643,5.139924,5.376751
22644,5.0236764,5
22645,5.0019274,5
22646,5.030833,5
22647,6.347383,6.5086384
22648,5.0019274,5
22649,5.002829,5
22650,5.0019274,5
22651,5.0056686,5
22652,5.3153386,5.69897
22653,5.0019274,5
22654,7.9543715,8.187087
22655,5.766632,5.69897
22656,5.0019274,5
22657,5.8272386,5.853872
22658,5.0019274,5
22659,5.0019274,5
22660,5.0025835,5
22661,5.102657,5.21467
22662,5.0019274,5
22663,7.512067,8.167491
22664,5.0019274,5
22665,7.2401905,6.958607
22666,6.180578,6.275724
22667,7.1339474,7.21467
22668,5.0019274,5
22669,5.0019274,5
22670,5.0019274,5
22671,5.9173136,6.958607
22672,5.0021086,5
22673,5.001457,5
22674,5.0118613,5
22675,5.0019274,5
22676,6.7960114,6.823909
22677,5.0019274,5
22678,5.0019274,5
22679,5.002341,5
22680,5.0019274,5
22681,5.0786295,5.2596374
22682,5.0019274,5
22683,5.0019274,5
22684,5.0019274,5
22685,5.0019274,5
22686,5.0038223,5
22687,6.928078,7.537602
22688,5.0019274,5
22689,5.023582,5
22690,5.0019274,5
22691,5.294868,5.7447276
22692,5.0019274,5
22693,5.7348967,5.7212462
22694,5.00248,5
22695,5.0019274,5
22696,5.0019274,5
22697,5.0019274,5
22698,5.0321407,5
22699,5.495555,5.6382723
22700,5.0019274,5
22701,5.0029736,5
22702,6.3956537,6.4436975
22703,7.4205995,7.7447276
22704,5.0019274,5
22705,5.0022655,5
22706,5.004311,5
22707,5.0019274,5
22708,5.0019274,5
22709,5.0019274,5
22710,5.0019274,5
22711,5.0019274,5
22712,5.0019274,5
22713,5.767519,5.853872
22714,5.0019274,5
22715,5.031009,5
22716,5.0084906,5
22717,5.4175897,5.4436975
22718,5.0019274,5
22719,7.39963,7.6777806
22720,5.0019274,5
22721,5.0019274,5
22722,5.0019274,5
22723,5.0019274,5
22724,5.005246,5
22725,5.0019274,5
22726,5.0019274,5
22727,5.0019274,5
22728,5.0019274,5
22729,5.0019274,5
22730,5.824944,5.79588
22731,5.0019274,5
22732,5.749427,5.920819
22733,5.0019274,5
22734,5.0079656,5
22735,5.0019274,5
22736,5.0019274,5
22737,5.2154994,5.4202166
22738,5.2411966,5.3665314
22739,5.0019274,5
22740,5.3685174,5.5086384
22741,5.0019274,5
22742,5.0019274,5
22743,5.7614355,5.7212462
22744,5.0019274,5
22745,5.0019274,5
22746,7.0240707,7.1487417
22747,6.489468,6.823909
22748,5.0019274,5
22749,8.653826,9.080922
22750,5.0019274,5
22751,5.0019274,5
22752,5.0019274,5
22753,5.002163,5
22754,5.0019274,5
22755,5.0019274,5
22756,5.0019274,5
22757,6.1267743,6.3467875
22758,6.6646156,6.958607
22759,5.0278277,5
22760,5.7564507,5.49485
22761,5.0025067,5
22762,8.203643,8.236572
22763,5.0019274,5
22764,5.6768203,5.6777806
22765,5.0019274,5
22766,5.0019274,5
22767,5.0021086,5
22768,6.394722,7.21467
22769,5.0019274,5
22770,5.0019274,5
22771,5.0019274,5
22772,5.0019274,5
22773,5.0019274,5
22774,5.0019274,5
22775,5.0019274,5
22776,5.688086,5.69897
22777,5.0019274,5
22778,5.164153,5.2441254
22779,5.0112762,5
22780,5.0019274,5
22781,5.0019274,5
22782,5.0019274,5
22783,6.5654955,6.30103
22784,5.019594,5
22785,6.019391,6.221849
22786,5.0019274,5
22787,5.0019274,5
22788,5.335169,5.376751
22789,5.0019274,5
22790,5.0019274,5
22791,7.3405247,7.376751
22792,5.000465,5
22793,5.0023713,5
22794,5.0019274,5
22795,5.0019274,5
22796,5.0019274,5
22797,6.162358,5
22798,5.0019274,5
22799,5.0019274,5
22800,5.0019274,5
22801,5.0019274,5
22802,7.0757174,7.19382
22803,6.5263796,6.6575775
22804,5.0019274,5
22805,5.2481904,5
22806,5.0019274,5
22807,5.0019274,5
22808,6.8742633,7.09691
22809,5.0019274,5
22810,5.2785654,5.4202166
22811,6.201458,6.455932
22812,5.0019274,5
22813,5.003345,5
22814,5.140785,5.229148
22815,5.0019274,5
22816,5.0019274,5
22817,5.0019274,5
22818,5.0019274,5
22819,5.0019274,5
22820,5.0019274,5
22821,6.484622,6.5228786
22822,5.0019274,5
22823,5.0033827,5
22824,5.0019274,5
22825,5.0019274,5
22826,5.0019274,5
22827,5.2297125,5.0222764
22828,5.0019274,5
22829,5.0019274,5
22830,5.0019274,5
22831,5.926715,5.0604806
22832,5.0019274,5
22833,5.0019274,5
22834,5.0019274,5
22835,5.4693794,5.7212462
22836,5.0019274,5
22837,5.0019274,5
22838,5.0019274,5
22839,5.0298405,5
22840,5.0019274,5
22841,5.0019274,5
22842,5.247411,5.4317985
22843,5.0019274,5
22844,5.8052106,5.7695513
22845,5.0019274,5
22846,5.0019274,5
22847,6.6680517,6.7447276
22848,5.0019274,5
22849,6.3379164,6.6575775
22850,5.45988,6.1366773
22851,5.0019274,5
22852,5.67754,5.6777806
22853,5.0019274,5
22854,5.0019274,5
22855,5.0019274,5
22856,5.005246,5
22857,5.61309,5.7212462
22858,5.873923,6.39794
22859,5.0030475,5
22860,5.0093126,5
22861,5.0019274,5
22862,6.6417413,6.6382723
22863,5.0019274,5
22864,6.2213597,6.455932
22865,5.0038433,5
22866,6.0685635,6.3279023
22867,5.0019274,5
22868,5.0019274,5
22869,5.0019274,5
22870,5.0019274,5
22871,5.0019274,5
22872,5.728983,5.823909
22873,5.0019274,5
22874,5.0019274,5
22875,5.0019274,5
22876,5.0019274,5
22877,6.8743186,7.09691
22878,5.0019274,5
22879,5.5119047,5.5686364
22880,7.6837244,7.5850267
22881,5.0019274,5
22882,8.167368,8.356547
22883,6.0834785,6.21467
22884,5.0019274,5
22885,5.0052905,5
22886,5.0019274,5
22887,5.0019274,5
22888,5.0019274,5
22889,5.0019274,5
22890,5.0019274,5
22891,5.0019274,5
22892,5.0019274,5
22893,5.4711585,5.8860564
22894,5.767648,5.8860564
22895,5.0019274,5
22896,5.8060894,5.920819
22897,7.7765536,9.366531
22898,5.1616077,5.537602
22899,5.0019274,5
22900,5.0019274,5
22901,5.0019274,5
22902,5.82507,5.823909
22903,5.0019274,5
22904,5.0066404,5
22905,5.0019274,5
22906,5.0019274,5
22907,5.0030637,5
22908,5.0042696,5
22909,5.0019274,5
22910,5.0019274,5
22911,5.0019274,5
22912,7.1662703,7.4317985
22913,5.0019274,5
22914,5.0041456,5
22915,5.0019274,5
22916,5.0019274,5
22917,5.0019274,5
22918,5.0019274,5
22919,5.0019274,5
22920,5.0019274,5
22921,6.5386705,6.5850267
22922,5.0019274,5
22923,5.0019274,5
22924,5.0019274,5
22925,5.0019274,5
22926,5.002152,5
22927,5.0019274,5
22928,5.0019274,5
22929,5.0019274,5
22930,6.200267,6.229148
22931,5.0019274,5
22932,5.0032105,5
22933,5.0019274,5
22934,5.0019274,5
22935,5.2481904,5.3467875
22936,5.0019274,5
22937,5.0019274,5
22938,6.713693,6.7695513
22939,5.0019274,5
22940,5.0019274,5
22941,5.0019274,5
22942,5.0019274,5
22943,5.0042124,5
22944,5.0019274,5
22945,5.0048923,5
22946,5.0019274,5
22947,6.084805,6.3665314
22948,6.6647644,7
22949,5.0019274,5
22950,5.0042925,5
22951,5.0052643,5
22952,6.1520166,6.0604806
22953,5.0024123,5
22954,6.509811,6.537602
22955,5.0019274,5
22956,5.0083313,5
22957,5.0019274,5
22958,5.039994,5
22959,5.3899474,5.309804
22960,5.0019274,5
22961,5.0019274,5
22962,7.3947983,7.8860564
22963,5.0019274,5
22964,5.466989,5.5686364
22965,5.0024877,5
22966,7.896929,8.721247
22967,5.0019274,5
22968,4.994394,5
22969,8.601639,8.823909
22970,5.0019274,5
22971,7.0728626,7.3279023
22972,5.007404,5
22973,5.0060906,5
22974,5.0019274,5
22975,5.00247,5
22976,5.010514,5
22977,5.7890706,5.7695513
22978,6.2918653,6.2006593
22979,5.0019274,5
22980,5.008392,5
22981,5.774877,5.537602
22982,5.0019274,5
22983,5.0036564,5
22984,5.0176754,5
22985,5.0019274,5
22986,5.0019274,5
22987,5.0019274,5
22988,7.5267816,7.552842
22989,5.0019274,5
22990,5.0019274,5
22991,5.0019274,5
22992,6.076733,6.2441254
22993,5.0019274,5
22994,5.009294,5
22995,5.0019274,5
22996,5.0019274,5
22997,5.0019274,5
22998,5.8312397,5.920819
22999,5.0019274,5
23000,5.0019274,5
23001,5.0019274,5
23002,5.0019274,5
23003,5.0019274,5
23004,5.0019274,5
23005,5.0019274,5
23006,5.0019274,5
23007,5.0019274,5
23008,5.089398,5
23009,5.0019274,5
23010,7.4486094,7.5228786
23011,5.0019274,5
23012,8.130512,9.6575775
23013,6.9601927,6.920819
23014,5.0042396,5
23015,5.0019274,5
23016,5.0019274,5
23017,5.0019274,5
23018,5.0019274,5
23019,5.0035763,5
23020,5.0019274,5
23021,8.147515,8.136677
23022,7.784519,7.7447276
23023,5.0019274,5
23024,5.447845,5.5850267
23025,5.0019274,5
23026,4.996543,5
23027,8.504717,8.721247
23028,5.0019274,5
23029,7.050625,7.1739254
23030,6.912035,7.080922
23031,7.6755457,7.6777806
23032,5.008851,5
23033,5.0058613,5
23034,5.0019274,5
23035,5.0019274,5
23036,5.256066,5.39794
23037,5.0042095,5
23038,5.2267823,5.376751
23039,5.0019937,5
23040,5.0019274,5
23041,6.1785574,5.6382723
23042,6.3261814,6.337242
23043,5.0019274,5.1366773
23044,5.2254443,5.2839966
23045,5.0019274,5
23046,7.983613,8.283997
23047,6.9280167,7.0655017
23048,5.0019274,5
23049,7.2479596,7.468521
23050,5.0019274,5
23051,5.0019274,5
23052,5.0019274,5
23053,4.997578,5
23054,5.0019274,5
23055,5.0019274,5
23056,7.14714,7.091515
23057,5.0019274,5
23058,5.0019274,5
23059,5.0019274,5
23060,6.042429,6.09691
23061,5.0019274,5
23062,5.0019274,5
23063,5.0019274,5
23064,5.0019274,5
23065,5.0019274,5
23066,5.0019274,5
23067,6.638522,6.823909
23068,5.0019274,5
23069,5.006267,5
23070,5.0019274,5
23071,6.9051995,7.1191864
23072,6.735402,7.05061
23073,5.0019274,5
23074,5.0019274,5
23075,5.0043488,5
23076,5.0019274,5
23077,5.0019274,5
23078,5.0019274,5
23079,5.0019274,5
23080,5.8922405,5.958607
23081,5.0019274,5
23082,5.0019274,5
23083,6.237199,6.19382
23084,5.0019274,5
23085,5.172678,5.387216
23086,5.0019274,5
23087,5.0019274,5
23088,5.0019274,5
23089,5.00418,5
23090,5.0019274,5
23091,5.0019274,5
23092,5.009463,5
23093,5.0019274,5
23094,5.4616165,5.552842
23095,5.0019274,5
23096,5.0019274,5
23097,5.0019274,5
23098,5.0019274,5
23099,5.2482505,6.0409584
23100,6.680604,7.2676063
23101,6.228618,6.537602
23102,5.0019274,5
23103,5.0019274,5
23104,5.0019274,5
23105,5.0019274,5
23106,5.0019274,5
23107,5.0019274,5
23108,5.0019274,5
23109,5.2705407,5
23110,5.0019274,5
23111,7.5375156,8.318759
23112,5.0019274,5
23113,5.0242167,5.091515
23114,5.1185226,5.1487417
23115,5.0295696,5.958607
23116,5.0019274,5
23117,5.036075,5.0409584
23118,5.0039754,5
23119,6.300446,6.2676063
23120,5.0019274,5
23121,5.4873075,5.6382723
23122,5.0110126,5
23123,5.9647202,6.0409584
23124,5.0019274,5
23125,5.0019274,5
23126,5.0019274,5
23127,5.0019274,5
23128,5.018147,5.1366773
23129,5.0019274,5
23130,5.0019274,5
23131,5.2144547,5.2676063
23132,5.0019274,5
23133,5.3919716,5.49485
23134,5.0019274,5
23135,5.0019274,5
23136,6.1172132,6.1079054
23137,5.0019274,5
23138,7.5603385,7.823909
23139,5.0092607,5
23140,5.0019274,5
23141,6.0439615,6.0132284
23142,5.0019274,5
23143,5.7696567,5.920819
23144,5.0019274,5
23145,5.0019274,5
23146,5.0019274,5
23147,5.9556794,6.080922
23148,5.80665,5.853872
23149,5.0019274,5
23150,5.0019274,5
23151,6.84583,7.026872
23152,5.0019274,5
23153,5.0019274,5
23154,5.0019274,5
23155,5.053462,5
23156,5.6543207,5.7447276
23157,5.0019274,5
23158,5.0699286,5
23159,6.4681463,6.6575775
23160,5.0019274,5
23161,5.0019274,5
23162,5.0019274,5
23163,6.2879725,6.154902
23164,7.1901927,7.0604806
23165,5.01033,5
23166,5.0019274,5
23167,5.0019274,5
23168,5.0019274,5
23169,5.0028067,5
23170,5.0019274,5
23171,5.0070496,5
23172,8.06664,8.769551
23173,5.0019274,5
23174,5.854096,5.920819
23175,5.0019274,5
23176,5.0019274,5
23177,5.006254,5
23178,7.9508104,8.537602
23179,5.0019274,5
23180,6.595621,6.79588
23181,5.0019274,5
23182,5.0019274,5
23183,6.0025845,6.026872
23184,5.004304,5
23185,5.0019274,5
23186,5.0019274,5
23187,5.0019274,5
23188,5.0019274,5
23189,6.6048226,6.79588
23190,6.8249598,6.79588
23191,5.0019274,5
23192,5.0019274,5
23193,5.1486254,5.229148
23194,7.206011,7.39794
23195,5.0052657,5
23196,5.352385,5.4436975
23197,5.035803,5
23198,6.910052,7.79588
23199,5.0019274,5
23200,7.128135,7.008774
23201,9.441343,9.619789
23202,5.0804925,5.5228786
23203,5.006254,5
23204,5.0019274,5
23205,5.0072966,5
23206,5.0019274,5
23207,5.0019274,5
23208,7.019802,6.823909
23209,6.3021255,6.5086384
23210,5.0019274,5
23211,5.1284018,5.236572
23212,5.0019274,5
23213,6.8955708,7.008774
23214,5.6972775,5.7695513
23215,5.0019274,5
23216,5.8183203,5.8860564
23217,5.9589853,6.055517
23218,5.0161223,5
23219,5.0019274,5
23220,5.018942,5
23221,5.0019274,5
23222,5.0098863,5
23223,5.0019274,5
23224,5.0019274,5
23225,5.0019274,5
23226,5.71387,6.4202166
23227,5.0019274,5
23228,5.0019274,5
23229,5.0019274,5
23230,5.0019274,5
23231,5.0019274,5
23232,8.64141,8.823909
23233,5.0019274,5
23234,5.0019274,5
23235,6.098981,6.236572
23236,5.0019274,5
23237,5.0019274,5
23238,5.007572,5
23239,5.7520733,5.309804
23240,5.0019274,5
23241,5.005601,5
23242,5.0019274,5
23243,5.0019274,5
23244,5.0019274,5
23245,5.81672,5.8860564
23246,7.6384187,7.920819
23247,5.0019274,5
23248,5.0019274,5
23249,5.0019274,5
23250,5.0019274,5
23251,5.0019274,5
23252,5.0019274,5
23253,5.447409,5.5686364
23254,6.9052362,7.2006593
23255,5.0019274,5
23256,6.450364,6.5086384
23257,7.3129125,7.468521
23258,5.372176,5.468521
23259,5.0019274,5
23260,5.0019274,5
23261,5.002814,5
23262,5.854296,5.4202166
23263,5.0019274,5
23264,7.074936,5.958607
23265,5.0019274,5
23266,5.0019274,5
23267,5.0019274,5
23268,5.0019274,5
23269,5.0019274,5
23270,5.0019274,5
23271,5.0019274,5
23272,5.0019274,5
23273,5.0019274,5
23274,5.0019274,5
23275,5.000958,5
23276,5.0019274,5
23277,5.0019274,5
23278,5.178562,5.337242
23279,5.369955,5.537602
23280,7.954538,9.267606
23281,5.0019274,5
23282,5.0019274,5
23283,5.313628,5.49485
23284,5.0019274,5
23285,5.012353,5
23286,5.0019274,5
23287,5.0019274,5
23288,5.0023413,5.080922
23289,5.0019274,5
23290,5.0019274,5
23291,5.0019274,5
23292,5.4038215,5.455932
23293,8.482126,8.823909
23294,5.0019274,5
23295,5.003889,5
23296,6.937052,5.8860564
23297,5.0019274,5
23298,5.0019274,5
23299,5.0019274,5
23300,5.0019274,5
23301,5.0019274,5
23302,5.012741,5
23303,5.0019274,5
23304,8.046303,8.387217
23305,6.309554,6.3665314
23306,5.002736,5
23307,5.728416,5.7447276
23308,5.0019274,5
23309,6.4795027,6.5686364
23310,5.508676,5.6197886
23311,5.0019274,5
23312,6.7711334,6.853872
23313,5.0019274,5
23314,5.0019274,5
23315,8.057606,8.443698
23316,7.0437,7.337242
23317,5.0019274,5
23318,5.0112376,5
23319,5.0019274,5
23320,6.1363964,6.1307683
23321,5.0019274,5
23322,6.237288,6.207608
23323,5.2453666,5
23324,9.130788,9.275724
23325,5.0019274,5
23326,5.0019274,5
23327,5.0019274,5
23328,5.6338873,5.69897
23329,5.0019274,5
23330,5.0019274,5
23331,5.002092,5
23332,6.9124813,7.221849
23333,5.005675,5
23334,6.054941,5.920819
23335,5.0019274,5
23336,5.0051255,5
23337,5.010977,5
23338,5.0052123,5
23339,5.0019274,5
23340,6.179179,6.221849
23341,5.2906184,5.6197886
23342,5.6780024,5.958607
23343,5.9967904,6.124939
23344,5.0019274,5
23345,5.4525795,5.7447276
23346,5.0019274,5
23347,5.456586,5.920819
23348,8.663823,9.065501
23349,5.0019274,5
23350,5.0059357,5
23351,5.0019274,5
23352,5.516778,5.69897
23353,6.0033607,6.221849
23354,5.0019274,5
23355,5.0019274,5
23356,5.0019274,5
23357,5.0019274,5
23358,5.0019274,5
23359,5.003762,5
23360,5.0019274,5
23361,5.0019274,5
23362,5.1058517,5
23363,5.0019274,5
23364,6.5994425,6.79588
23365,5.0019274,5
23366,5.0019274,5
23367,8.976646,8.853872
23368,5.0019274,5
23369,5.0019274,5
23370,5.0033374,5
23371,5.0019274,5
23372,8.33642,9.327902
23373,5.8690968,6.337242
23374,5.0019274,5
23375,5.012003,5
23376,5.001976,5
23377,5.008806,5
23378,6.3663445,6.4436975
23379,6.500971,6.6197886
23380,5.0019274,5
23381,5.0019274,5
23382,5.0019274,5
23383,5.926009,6.275724
23384,5.0019274,5
23385,6.192452,6.2441254
23386,5.7582917,5.79588
23387,8.488714,8.552842
23388,5.0019274,5
23389,5.0019274,5
23390,5.0019274,5
23391,5.0019274,5
23392,7.644596,8.236572
23393,5.0019274,5
23394,5.0019274,5
23395,5.0019274,5
23396,6.7139673,6.6575775
23397,5.005811,5
23398,6.611397,6.552842
23399,5.0019274,5
23400,5.0019274,5
23401,5.0019274,5
23402,7.0770254,7.1426673
23403,5.0019274,5
23404,6.145277,6.221849
23405,6.2530375,6.3467875
23406,5.0019274,5
23407,6.401178,6.5228786
23408,6.273448,6.4317985
23409,5.8928547,5.7447276
23410,5.003044,5
23411,7.422471,7.7212462
23412,7.282697,8.309804
23413,5.0019274,5
23414,5.0019274,5
23415,5.846699,6.0409584
23416,5.0019274,5
23417,5.0019274,5
23418,5.0019274,5
23419,5.0019274,5
23420,5.0019274,5
23421,7.400286,7.5228786
23422,5.0019274,5
23423,5.0019274,5
23424,5.0019274,5
23425,5.0019274,5
23426,5.0019274,5
23427,5.389444,5.49485
23428,5.3430934,5.455932
23429,5.0019274,5
23430,5.0019274,5
23431,5.0019274,5
23432,5.0019274,5
23433,5.0077667,5
23434,5.0019274,5
23435,5.0019274,5
23436,5.0019274,5
23437,5.0019274,5
23438,5.0019417,5
23439,5.0019274,5
23440,5.0300484,5
23441,5.3678484,5.79588
23442,5.0019274,5
23443,5.0019274,5
23444,5.006838,5
23445,5.0019274,5
23446,5.0019274,5
23447,5.0019274,5
23448,5.0019784,5
23449,5.002023,5
23450,7.1253705,7.309804
23451,5.0019274,5
23452,5.0019274,5
23453,5.0019274,5
23454,5.3251176,5.3467875
23455,5.003126,5
23456,6.042429,6.251812
23457,5.0019274,5
23458,5.0019274,5
23459,7.4225135,7.6197886
23460,6.36156,6.60206
23461,5.0019274,5
23462,5.0019274,5
23463,5.0019274,5
23464,5.0019274,5
23465,6.1829453,7.017729
23466,5.93491,6.161151
23467,5.0019274,5
23468,6.2628937,6.275724
23469,6.505693,6.4317985
23470,5.0019274,5
23471,5.0020657,5
23472,5.003952,5
23473,5.0019274,5
23474,6.4852295,7.091515
23475,6.109071,6.0604806
23476,5.0019274,5
23477,5.8277016,5
23478,5.0019274,5
23479,5.0019274,5
23480,5.0019274,5
23481,5.0019274,5
23482,5.0019274,5
23483,5.0019274,5
23484,5.0019274,5
23485,7.0927715,7.2676063
23486,5.0019274,5
23487,5.0019274,5
23488,5.7957478,6.4317985
23489,5.0019274,5
23490,7.7415557,7.318759
23491,5.0045657,5
23492,5.0019274,5
23493,5.066274,5
23494,5.0019274,5
23495,5.0019274,5
23496,5.0019274,5
23497,5.0019274,5
23498,6.931796,6.920819
23499,5.00468,5
23500,5.0019274,5
23501,5.0019274,5
23502,6.371292,6.4317985
23503,5.0019274,5
23504,5.0019274,5
23505,8.130957,8.366531
23506,5.0019274,5
23507,5.0019274,5
23508,5.6182995,5.6197886
23509,7.7415557,8.443698
23510,5.0019274,5
23511,5.0019274,5
23512,5.0019274,5
23513,5.284711,5.2596374
23514,6.469766,6.5086384
23515,5.0019274,5
23516,5.0019274,5
23517,5.0019274,5
23518,5.5513945,5.49485
23519,6.7346864,7.070581
23520,8.44116,8.886057
23521,5.0019274,5
23522,5.0019274,5
23523,5.0019274,5
23524,5.010406,5
23525,5.0019274,5
23526,5.0208383,5
23527,5.0019274,5
23528,8.223579,8.39794
23529,5.0090322,5
23530,5.0433016,5.1487417
23531,5.0019274,5
23532,5.0039973,5
23533,5.0019274,5
23534,5.663635,6.055517
23535,5.4699755,5.309804
23536,7.9709764,7.8860564
23537,8.023777,8.2218485
23538,5.0088625,5
23539,5.0019274,5
23540,6.188403,6.229148
23541,5.0019274,5
23542,5.0019274,5
23543,5.8424797,5.79588
23544,5.676872,5.920819
23545,6.848388,7.1366773
23546,5.005352,5
23547,5.0029416,5
23548,5.0019274,5
23549,5.0019274,5
23550,5.1269436,5.30103
23551,5.0019274,5
23552,6.9006743,6.7447276
23553,7.206019,7.4317985
23554,5.4479523,5.455932
23555,5.3877044,5.481486
23556,5.0019274,5
23557,5.0019274,5
23558,5.051025,5
23559,5.2479773,5
23560,5.0019274,5
23561,5.2205644,5.5086384
23562,5.0019274,5
23563,5.0019274,5
23564,6.6961956,7.0604806
23565,5.0211315,5.229148
23566,5.0019274,5
23567,5.0019274,5
23568,5.931733,6.0409584
23569,5.0019274,5
23570,5.0019274,5
23571,5.027032,5
23572,5.0019274,5
23573,5.0019274,5
23574,5.003876,5
23575,5.0019274,5
23576,6.198724,6.154902
23577,5.0019274,5
23578,5.1955814,5.2596374
23579,5.0019274,5
23580,5.0019274,5
23581,5.0019274,5
23582,8.503325,8.853872
23583,5.0019274,5
23584,5.002634,5
23585,6.7625875,7.0457573
23586,5.0019274,5
23587,5.0019274,5
23588,5.1272407,5.2839966
23589,5.044703,5.19382
23590,5.0019274,5
23591,6.9698987,7.026872
23592,7.7764287,8.69897
23593,6.4254904,6.4202166
23594,5.0019274,5
23595,5.0019274,5
23596,5.0093703,5
23597,5.0019274,5
23598,5.0019274,5
23599,5.4312124,5.455932
23600,5.381288,5.468521
23601,7.62708,7.958607
23602,6.245706,6.387216
23603,5.0019274,5
23604,6.525738,6.552842
23605,5.0019274,5
23606,8.649761,8.769551
23607,5.0019274,5
23608,5.2473316,5
23609,6.1476016,6.3279023
23610,5.0019274,5
23611,7.1679254,7.275724
23612,5.0083947,5
23613,5.0021615,5
23614,5.0162506,5
23615,5.0019274,5
23616,5.0021267,5
23617,7.045512,7.21467
23618,6.8748903,6.481486
23619,5.0019274,5
23620,5.0057673,5
23621,5.002595,5
23622,5.458198,5.6197886
23623,5.0019274,5
23624,5.0019274,5
23625,5.0019274,5
23626,6.025627,6.124939
23627,5.0019274,5
23628,6.302644,6.4317985
23629,5.0028634,5
23630,5.0019274,5
23631,5.0019274,5
23632,5.510108,5.6197886
23633,5.0019274,5
23634,5.0029893,5
23635,5.0035787,5
23636,5.002355,5.070581
23637,5.004615,5
23638,5.0039544,5
23639,5.9329357,5.823909
23640,5.0019274,5
23641,5.0019274,5
23642,5.0019274,5
23643,5.0019274,5
23644,5.0019274,5
23645,5.0019274,5
23646,5.0027184,5
23647,5.3391185,5.3565474
23648,5.0019274,5
23649,7.6360817,7.49485
23650,5.7996,5.853872
23651,5.0019274,5
23652,5.0047784,5
23653,5.0019274,5
23654,5.0019274,5
23655,5.0019274,5
23656,5.0019274,5
23657,5.0020533,5
23658,5.007282,5
23659,5.3916473,5.1366773
23660,5.0019274,5
23661,5.0019274,5
